,Name,Price/KSH,Rating,Review
944,Generic 10X Heavy Duty J Clear Plastic Bag Grip Self Seal Resealable,"KSh 2,389",,
945,Generic Floor Mat Carpet J Multicolor Anti-slip Fashion Square Mats,"KSh 8,929",,
946,Generic Instant Electric Faucet J Tap Hot Water Heater LED Display B,"KSh 7,899",,
947,Generic 35cm Heavy Duty J Black Mig Welding Thicken Gauntlets Welder,"KSh 1,719",,
948,Generic 5pcs WEDDING TABLE J FAVOURS CARDS UARDIAN ANGEL KEYRINGS PA,"KSh 1,679",,
949,Generic Rc Excavator Remote Control,"KSh 3,800",,
950,Generic Winter Men's Splice Cap with Long Sleeve Zip Sweater Tops Blouse,"KSh 2,190",,
951,Generic Classic Manual Knife Sharpener With 3 Stages,"KSh 1,199",,
952,Nilkin For IPHONE 13 WITH CAMERA SHILD,"KSh 1,999",,
953,Generic EMF Meter Magnetic J Field Detector Hunting Paranormal Black,"KSh 5,489",,
954,Jumia Books MEN LOVE FIERCE WOMEN,"KSh 3,899",,
955,Generic Iron Hanging Storage J Rack Towel Holder Kitchen Roll Paper,"KSh 1,899",,
956,Generic Mini Crane Scale Portable 300kg 0.1kg,"KSh 4,999",,
957,Jumia Books WHEN GOOD KIDS MAKE BAD CHOICES,"KSh 2,990",,
958,Generic 10PCS Wedding Party J Bottle Opener Keychain With Paper For,"KSh 1,729",,
959,Generic 2x2m Wedding Party J Stage Backdrop Curtain Drape Background,"KSh 3,319",,
960,Fashion Quality Camping Sleeping Bag For Adults And Kids,"KSh 3,000",5 o,
961,"XIAOMI Redmi Note 11 Pro, 6.67"" 8GB+128GB-108MP-5000mAh-GREY+64FMGIFTS","KSh 36,999",,
962,Generic Dart Board Game Toy & Games with Butterfly Darts - Large,"KSh 1,475",4.1,8
963,Edifier G2II Gaming Headset For PC PS4 USB Wired Gaming Headphones With 7.1 Surround Sound With Noise Canceling Microphone And RGB Light 50mm Driver Compatible With Mac Desktop PC Black,"KSh 3,490",5 o,
964,Fashion Small Fiesta Tote Bag - Brown,KSh 700,4.4,11
965,Macaron InPods12 In Black,"KSh 1,050",5 o,
966,Mxq 4K TV Box / Android Box /Android TV Box - 4K UHD SUPPORT,"KSh 3,499",4.7,3
967,Generic For Samsung Galaxy A03s Leather Case (Yellow),KSh 599,,
968,Fashion Beautiful Shinny Light Padded Brassier CupB,KSh 399,3.8,13
969,MK Electronics TV Guard With FREE 4 Way Power King Extension,KSh 890,4 o,0
970,Lyschy Motorcycle Cycling Mountain Climbing Outdoor Warm Protective Windproof Cotton Balaclava Elastic Full Face Mask Shield,KSh 900,4.8,8
971,"Samsung Galaxy A03 - 6.5"" - 4GB + 64GB , Dual SIM, Blue + Smart Watch & Power Bank","KSh 16,199",,
972,"Infinix Hot 11 Play, 6.82'', 4GB RAM, 64GB, 6000mAh, (Dual SIM), 4G - Sunset Gold","KSh 15,699",4.6,14
973,Generic USB Condenser Microphone With Noise Cancelling,"KSh 5,740",5 o,
974,Revoflex Xtreme Home Total Body Fitness Gym Abs Trainer Resistance,KSh 949,5 o,
975,Generic My Choice Infinix Hot 11 Play Phone Cover Back Case,KSh 488,3.4,16
976,Vitron Sub Woofer HOME THEATRE SYSTEM USB/FM SPEAKER,"KSh 5,999",,
977,Sandisk USB  Flash Disk Drive  16 GB- Black and Red,KSh 559,4.4,16
978,TOTAL Electric High Pressure Car Washer,"KSh 11,999",4.4,5
979,Microdigit 8GBMicro SD Card,KSh 329,4.2,9
980,"Sony 120W SOUNDBAR, 2.0CH, BLUETOOTH, HDMI HT-S100F","KSh 13,990",5 o,
981,"Samsung Galaxy A13, 6.6"", 128GB+4GB (Dual SIM), Black + Smart Watch & Power Bank","KSh 22,899",,
982,TOTAL Electric Drill 680W,"KSh 3,350",4.2,9
983,Generic 30KG ADJUSTABLE DUMBELL TO BARBELL WEIGHT SET WITH CONNECTOR,"KSh 11,000",,
984,MK Electronics Fridge Guard With Free TV Guard,KSh 999,,
985,LG BL-51YF Battery,KSh 790,3.9,8
986,Super Bright Street Light Motion Sensor Outdoor Garden Lamp,KSh 899,,
987,Generic Dustproof Soft Silicone Wireless Bluetooth-compatible-Red,KSh 44,,
988,Generic Canvas Men Shoulder Bag Messenger Crossbody Bag,"KSh 1,300",,
989,"Ampex 2.1CH Sound Speaker - 10000W ,BLUETOOTH,USB","KSh 4,500",3.8,6
990,Fashion 2pcs 180cm White Shoelaces Cord Flat Shoe Laces,KSh 399,,
991,Homestar HS-1091 3.1CH BLUETOOTH SYSTEM 45000W+Gift.,"KSh 6,150",,
992,"Tecno POVA NEO--64GB ROM & 4GB RAM- 6.8'', 6000MAH, ANDROID # Black","KSh 15,600",4 o,
993,Generic 85cm Anti Burst Exercise Yoga Balls,"KSh 1,850",5 o,
994,"Nokia 105 (2019) -1.77"",,kabambe,Dual SIM ,,Black,&& Gifts","KSh 1,799",,
995,"Safaricom Neon Ray 2 4G, 5.0"" Display_Android 10,,1GB +16GB, -Black,+GIFT 64","KSh 4,999",,
996,HP Laserjet 107a Printer - Black And White,"KSh 18,699",5 o,
997,Generic Anti Blue Ray Glasses Anti Blueray Glasses,KSh 650,4.6,5
998,Skmei Sports Watch Men Digital Double Time Chronograph Watch 50M Watwrproof Week Display Wristwatch,"KSh 2,350",5 o,
999,Vitron 43'' SMART TV FULL HD-BLACK-,"KSh 23,999",,
1000,Generic Details About 100 J A/ Valve Core AC All R134A R12 R22 Stand,"KSh 2,239",,
1001,Generic 50pcs Napkin Ring J Holder Chairs Buckles Wedding Party Supp,"KSh 2,009",,
1002,Generic 4L Plastic Transparent J Garden Ice Bucket Super Large Ice B,"KSh 7,579",,
1003,Generic 2 Layer 20 J Pen Fountain Wood Display Case Holder Storage C,"KSh 15,529",,
1004,Generic Silky Satin Detachable J Swag For Wedding,"KSh 2,329",,
1005,Generic Api Update Product,"KSh 1,829",,
1006,Generic 3 Cups Aluminum J Espresso Percolator Coffee Maker Stovetop,"KSh 2,029",,
1007,Generic 16x180mm S16Q-SCLCR09 Boring J Tool Holder Bar With T15 Wren,"KSh 1,999",,
1008,Generic Retro LED MDF J Sign Light Powered Plaque Poster Bar Pub Hom,"KSh 2,279",,
1009,Generic 360 ° Rotating J Acrylic Storage Holder Rack Strip Kitchen T,"KSh 2,199",,
1010,Generic 3 PCS Screw J Splined Carb Carburetor Adjusting Tool Chainsa,"KSh 1,679",,
1011,Generic Florist Hat Boxes J Set Of 3 Christmas Flowers Gifts Living,"KSh 2,159",,
1012,Generic Acrylic 6 Drawers J Cosmetic Makeup Holder Jewellery Organis,"KSh 11,339",,
1013,Generic Cup Rack Tree J Mug Dry Set Home Kitchen Coffee Holder Stand,"KSh 2,229",,
1014,Generic 75mm Diamond Grinding J Wheel Cup 180 Grit Tool Grinder For,"KSh 2,239",,
1015,Generic Creative Mouthwash Cup J Set Toothbrush Holder Magnetic Suct,"KSh 2,389",,
1016,Generic Glass Hand Coffee J Pot Borosilicate Glass Coffee Pot Coffee,"KSh 2,279",,
1017,Generic 10Pcs/box CCMT09T308 VP15TF J Lathe Carbide Insert Turning T,"KSh 2,499",,
1018,Generic New Large 50 J X 70 CM Wooden Poster Picture Photo Certifica,"KSh 9,009",,
1019,Generic Tws-29 Headphones Mini Bluetooth Headset Wireless Bluetooth Earphone Stereo Earbuds Non-destructive Noise Reduction,"KSh 2,150",,
1020,Generic Power 4 Way Extension + Free Antenna,"KSh 1,340",,
1021,Generic Full Body Massager,"KSh 1,499",,
1022,Fashion Mens Blue Light Blocking Glasses Rectangle Frames,KSh 924,,
1023,Generic Mini18 Mini Bluetooth Earphone V4.1 Wireless Earphones Invisible Hands Free Headset With Microphone For Car Driving Phone Sport,"KSh 1,320",,
1024,Constant 731E Modern Style Digital Electronic Luggage Scale 50kg/50g,"KSh 4,999",,
1025,VarsBaby New French Style Sexy Underwire Bra Beauty Back Bra-Pink,KSh 899,,
1026,Generic Nordic Storage Shelf J Rack Iron Wooden Wall-mounted Wall Ha,"KSh 9,589",,
1027,Generic 2.2L PETG++Stainless Steel J Water Bottle Cycling,"KSh 7,229",,
1028,Generic Stainless Steel Round J Ceiling Extractor Exhaust Supply Wal,"KSh 2,199",,
1029,Generic Wall Hanging Storage J Rack Holder Mount Organizer Kitchen D,"KSh 11,249",,
1030,VarsBaby Sexy See Through Bras Bralette Adult Bra And Thongs Lingerie Set-Green,KSh 799,,
1031,Generic Multifunctional Wall Mount J Hanging Rack Kitchen Storage Or,"KSh 2,439",,
1032,Generic 100x33cm Food Fresh-Keeping J Packaging Beeswax Fresh Cloth,"KSh 2,389",,
1033,Generic 200mm Air Nibbler J Metal Steel Punch Shear Sheet Heavy Duty,"KSh 5,749",,
1034,Generic 610/800/1100/1500ml Stainless Steel J Insulated Sports Water,"KSh 2,429",,
1035,Generic Wall-Mounted Kitchens Pantrys J Storage Rack Organizer Slot,"KSh 2,569",,
1036,Generic Living Room Frame J Wall-mounted Punch-free Shelf Organizers,"KSh 1,829",,
1037,Generic 2 Sizes Metal J Rack Industrial Style Wall Mounted Bottle Ho,"KSh 2,129",,
1038,Generic 7Pcs 16mm Shank J Lathe Turning Tool Holder Boring Bar Tools,"KSh 11,829",,
1039,Generic Grass Synthetic Mat J Landscape Lawn Pet Dog Turf Garden Yar,"KSh 2,929",,
1040,Generic 8M 5800PSI High J Water Cleaner Washer Hose M22 Screw Thread,"KSh 2,199",,
1041,Generic Diamond Polishing Pads J 4 Inch Wet/Dry 11 Piece Set Granite,"KSh 2,949",,
1042,Generic 10Pcs WNMG0804 Insert J + WWLN WWLN 16 X100MM Lathe Turning,"KSh 4,549",,
1043,Generic Exterior Iron Door J Locks Security Anti-theft Lock Multiple,"KSh 4,189",,
1044,Generic 15value 200pcs Electrolytic J Capacitor DIY Assortment Kit B,"KSh 1,719",,
1045,Generic 3M Flexible Air J Conditioner Exhaust Pipe Vent Hose Adiabat,"KSh 2,279",,
1046,"Generic Paintball Micro Bore J Remote 42"" Line Hose W/ Quick Disconn","KSh 3,879",,
1047,Generic Industrial Star Shape J Pendant Light Shade Ceiling Lamp Roo,"KSh 10,199",,
1048,Generic Stand Desktop LCD J LED PC Riser Organizer Rack WOOD,"KSh 7,089",,
1049,Generic Industrial Pendant Light J Iron Retro Ceiling Hanging Lamp D,"KSh 2,009",,
1050,Generic R134A R12 R22 J 2 Oz Car Automotive A/ AC Oil& Filler Tube T,"KSh 4,289",,
1051,Generic 5 Candelabra Alloy J Holder Candlesticks Xmas Wedding Dinnin,"KSh 3,059",,
1052,"Generic G1/2"" Kitchen Commercial J Pre-Rinse Tap Spray Head Sprayer","KSh 6,759",,
1053,Generic T12-K T12-B T12-BC2 J T12-D24 Solder Iron Tips T12 Series Fo,"KSh 2,909",,
1054,Generic Progressive Multi Focal J Anti-blue Light Rimless Reading Re,"KSh 2,389",,
1055,"Generic 3Pcs 16"" Bar J Chainsaw Chain Semi 3/8 0.050"" 56 DL For Chai","KSh 2,459",,
1056,Generic 100 Pcs Flower J Pattern Wooden Round Decorative Sewing Butt,"KSh 1,749",,
1057,Generic Universal Beech Earphone J Headset HandmaKe Holder Headphone,"KSh 2,199",,
1058,Generic E27 Ceramic Heat J UV UVB Lamp Light Holder Reptile Tortoise,"KSh 2,349",,
1059,Generic 500/1000/2000ML Stainless Steel J Baking Cooking Measure Sti,"KSh 2,549",,
1060,Generic 50Pcs Ceramic Positioning J Paving Tile Leveling System Floo,"KSh 2,569",,
1061,Generic 450ml Portable Square J Creative New Style Milk Travel Water,"KSh 1,849",,
1062,Generic Outdoor Chiminea Cover J Waterproof Dustproof Protector 36in,"KSh 3,509",,
1063,Generic 15/80 Holes Wooden J Paint Bottles Storage Rack Holder Modul,"KSh 7,409",,
1064,Generic Progressive Multi Focal J Anti-blue Light Rimless Reading Re,"KSh 2,389",,
1065,Generic Progressive Multi Focal J Anti-blue Light Rimless Reading Re,"KSh 2,389",,
1066,Fashion Mens Anti-Blue Light Glasses Metal Eyewear Frames,KSh 924,,
1067,As Fashion Solid Color Hooded Sweatshirt Long Sleeve Jacket Women's Street Loose Zipper Sweater Jacket,"KSh 2,109",,
1068,As Fashion Solid Color Hooded Sweatshirt Long Sleeve Jacket Women's Street Loose Zipper Sweater Jacket,"KSh 2,109",,
1069,Fashion Straight Heat Resistant Synthetic Wigs,"KSh 2,300",,
1070,Fashion Jumpsuit Chrysanthemum Print Shoulder Strap-Grey,"KSh 39,960",,
1071,Generic Drawing Measure Distance J Compass Woodworking Craft Design,"KSh 2,049",,
1072,Generic 7 Inch Diamond J Polishing Pads Wet Or Dry Granite Concrete,"KSh 2,129",,
1073,Generic 200X300mm 3K Carbon J Fiber Board Carbon Fiber Plate Plain W,"KSh 2,839",,
1074,Generic 20mm Red Vintage J Calf Leather Wrist Watch Band Strap Belt,"KSh 2,689",,
1075,Generic Simple USB Electric J Pencil,"KSh 2,819",,
1076,Generic 120 Pcs Stainless J Steel E-Clip Assortment Kit 1.5 2 3 4 5,"KSh 1,939",,
1077,Generic Cosmetic Makeup Bag J Travel Wash Hanging Pouch Toiletry Cas,"KSh 1,729",,
1078,Generic Strong Garden Bag J Waste Refuse Rubbish Grass Sack Reusable,"KSh 1,749",,
1079,Fashion Throw Pillow,"KSh 1,200",,
1080,Sandisk Cruzer Blade 8GB Flash disk - Black & Red,KSh 595,4.6,56
1081,Sony Bravia Smart Tv Remote Control.,KSh 850,4.2,6
1082,Generic IPhone 7 Plus Shockproof  Protective Cover,KSh 650,5 o,
1083,Fashion Stylish Wooden Walking Cane Walking Stick Men Women,"KSh 1,499",2 o,
1084,"Generic Modem For Safaricom, Airtel & Telkom - 4G / 3G","KSh 1,202",3.3,22
1085,Generic Smart Battery Charger For C D AA AAA MQ 3 Slots Rechargeable Batteries,KSh 242,4 o,
1086,Generic Pro 4 Wireless Earbuds Bluetooth V5.0+EDR With 15m,KSh 900,3.8,34
1087,"Amtec 5.1 Home Theater DVD System SUPER BASS,/FM/USB","KSh 6,999",3 o,
1088,"CTC 23"" INCHES DIGITAL LED TV- FREE TO AIR CHANNELS- USB&HDMI PORTS","KSh 8,600",4.5,4
1089,"Generic Galaxy A12 5G Case, Soft TPU Built-in Screen Protector Full Body Protection Case Cover For Samsung Galaxy A12 5G",KSh 865,,
1090,Smart 2030 4G Kids Tablet - WIFI - Dual SIM  1GB RAM 16GB ROM,"KSh 7,500",3 o,
1091,Motorola Razr V3 Classic Flip Phone Dual Screen Silver,"KSh 3,800",,
1092,"Ampex Mini 3.1CH, Multimedia Speaker System - Black","KSh 5,680",,
1093,Generic Car USB Charger Bluetooth FM Transmit MP3 Player,KSh 749,4 o,9
1094,"Generic IPhone 13 Pro Max Case, Dual Layer Transparent Back Rugged Bumper No Slip Shockproof Full Body Protective Case Cover For IPhone 13 Pro Max",KSh 865,,
1095,Generic B7000 Universal Glue For Phone Repair And Screen Replacement Superglue B-7000 Adhesive Telephone Glass Glue Repair Point Diamond Jewelry DIY Glue,KSh 599,,
1096,Usams US-SJ492 Type-C Mini HUB (USB+HDMI+Type-C),"KSh 1,220",,
1097,Oraimo OCD-M53 2A 1M USB Normal Cable - Black,KSh 250,4.7,30
1098,"Generic 15.6"" LAPTOP SLEEVE",KSh 850,4.2,25
1099,"Generic Xiaomi Redmi Note 11 / Redmi Note 11S Case, LaimTop PU Leather + Hard PC Magnetic Closure Flip Case Cover For Xiaomi Redmi Note 11 / Redmi Note 11S","KSh 1,119",4 o,
1100,Generic Wireless Router Wifi Range Extender Signal Booster,"KSh 1,400",3.8,9
1101,Toshiba 2GB FLASH DISK - Silver,KSh 379,4.6,8
1102,Joerex Referee Whistle Without Kernel,KSh 350,5 o,
1103,Tecno Ring Case Tecno Spark 5 Pro,KSh 590,4 o,
1104,"Wster Portable Wireless Speaker, MP3 Player & Radio","KSh 1,300",4.1,18
1105,"Commercial Office / Desktop Laminating Machine Grey For A3,A4, A5","KSh 6,899",5 o,
1106,"Edifier TWS1 PRO True Wireless Earbuds,Bluetooth V5.2 Headphone,CVC8.0 Noise Canceling, IP65 Dustproof & Waterproof,One-Step Pairing","KSh 3,790",4.2,17
1107,Generic Vision Smart Anroid,"KSh 1,050",4 o,
1108,Generic P47 Wireless Music Headphone,KSh 800,,
1109,Generic OPPO A83 Case Soft Leaf Phone Back Cover,KSh 390,,
1110,"Royal Sound HITECHMultiMediaWOOFERSystemBluetooth,USB,FM10000W","KSh 3,550",3.7,20
1111,"Royal Sound HItech-Subwoofer SystemFM-Bluetooth,USB,12000watts","KSh 5,790",4 o,
1112,Realme Buds Q 2 -  Blue,"KSh 2,199",5 o,
1113,Nillkin SAMSUNG GALAXY NOTE 9 Super Frosted Shield Ultra Thin Hard Back Cover,"KSh 1,399",,
1114,Generic 26cm Selfie Ring LED Light With Stand Tripod,"KSh 2,480",4.5,2
1115,Fashion Hottest Heavy Padded 2 In 1 Push Up Bras,KSh 599,3.1,7
1116,Generic Duckling Shape Inflatable Swimming Baby Boat Floater With Seat & Holes (3 -5 ) Years,KSh 699,,
1117,Amtec AM-006 15000W X-Bass Subwoofer Multimedia System,"KSh 8,999",3.4,9
1118,Generic Shockproof Wireless Earphones Only Case-White,KSh 145,,
1119,Flip Cover For Huawei Y9 2019,KSh 799,,
1120,Jumia Books Becoming: Michelle Obama,"KSh 1,700",5 o,
1121,Generic Evolution 500 Pro Gas Braai,"KSh 141,890",,
1122,Generic Laptop Battery For Lenovo Thinkpad T60 Series,"KSh 3,199",2 o,
1123,Generic Orange Emergency Raincoat Aluminum Film Disposable Poncho,KSh 592,,
1124,Generic Remote Adjustable Aquarium Fish Tank Pond Submersible Water Pump # 9000L/H-9000L/H,"KSh 15,189",,
1125,Generic 2Pcs Phone Mobile Game Trigger Shooting-Transparent,KSh 135,3 o,
1126,Generic 10Pcs/Lot Nac3Fca Speakon Plug 3 Pin Male Powercon,"KSh 1,920",,
1127,Generic Women Crown Rabbit Heart Bow Hairpin Faux Pearl Inlaid-2#,KSh 51,,
1128,Generic Stainless Steel Eyelash Tweezers Straight & Urved Tip Nippers C,KSh 758,,
1129,Back 2 Nature Organic Sea Moss 60 Capsules,KSh 800,,
1130,Fashion Bling Wedding Veil Crystal Cathedral Applique Bridal White,"KSh 1,079",,
1131,Generic LCD Screen And Digitizer Fullembly For Tecno Camon C9(Black),"KSh 3,199",,
1132,Generic Cine Pill Box Portable 7 Days Weekly Travel Medicine Holder,KSh 328,,
1133,Generic LCR ESR Meter Mega328 Digital Combo Transistor Tester Diode Triode Inductor Capacitance Resistor MOS/PNP/NPN + Test Clip,"KSh 2,190",,
1134,Generic Type C To HDMI Cable Converter Charging Cable Computer Laptop PC HDTV,"KSh 1,390",,
1135,Generic Lanyard ID Badge Card Holder Strap Sparkling Phone Neck Straps Blue,KSh 237,,
1136,Pendo Sensations Automatic Sucking Vibrator With 10 Sucking & 10 Vibration Frequencies Pink Rechargeable Toy,"KSh 4,630",,
1137,Cantu Shea Butter Leave-In Conditioning Repair Cream - 453 g....,KSh 849,4.6,7
1138,Generic OPPO A96 5G Case Soft Hat Luffy Phone Back Cover,KSh 380,,
1139,Generic For Note 8 Stylus Spen Electromagnetic Pen,KSh 429,,
1140,Yazole Watch Famous Men Quartz Watches Wristwatch Male,KSh 659,,
1141,Generic 2PCS Basic Complete O Wooden Fingerboard Finger Scooter With,"KSh 1,979",,
1142,"Generic HK1 RBOX-R1 HD1080P Smart TV Box, Android 10.04GB+128GB","KSh 7,399",,
1143,Generic 4PCS( 1Set) MC4 MC3 Solar PV Tools Crimping+Stripping+ For MC3/MC4 Solar Connectors,"KSh 5,979",,
1144,Generic 2Pcs Straight Curved Tweezers For Nail Art Eyelash-,KSh 110,,
1145,Generic PU Leather Bottom For Knitting Bag Crocheting Handbag Nail Base Pad,KSh 390 - KSh 644,,
1146,Generic Vertical  Water Level Sensor Stainless Steel Float Switch Pool,"KSh 1,163 - KSh 1,373",,
1147,Anycast Wifi HDMI Dongle Wireless Display,"KSh 1,999",,
1148,Fashion Women Summer Beach Bandage Bikini Set Solid-Sky Blue,"KSh 1,130 - KSh 1,216",,
1149,Generic Laptop Charger For Asus 19V 3.42A,"KSh 1,199",,
1150,Generic 3Pcs Retractable Pull Reel Badge ID Name Card Tag Holder Keyring A,KSh 691,,
1151,Fashion Watch Battery CR1632 Renata,KSh 350,,
1152,Generic Ring Case IPhone 8,KSh 599,,
1153,Fashion Women Alloy Steel Belt Casual Watch Geneva Simple Steel Belt Watch,KSh 476,,
1154,Generic Laptop Charger For Asus 19V-3.42A,"KSh 1,199",,
1155,Generic For Samsung Galaxy S20 FE 5G Protective Case,KSh 499,,
1156,Smael 8035 Multifunctional Men Sport Casual Watch 50M Waterproof,"KSh 1,165",,
1157,Generic Remote Control Cover For Fire TV Stick 4K / Fi SKA,"KSh 1,248",,
1158,Jumia Books When Breath Becomes Air By Paul Kalanithi Light Blue,KSh 650,,
1159,Generic Neon Light Sign Electronic Transformer Power Supply,"KSh 1,133",,
1160,Generic Bicycle Horns Light H Mountain Bike Signal Turn Light Handle,"KSh 1,879",,
1161,Generic 154pcs Accessories Kit H Lead Head Jig Hooks Sinker Weights,"KSh 2,029",,
1162,Generic 3D Skin Suture H Pad Kit Model Wound Surgical Training Stude,"KSh 3,939",,
1163,Generic 5Mx3M Waterproof Dacron H Net Netting Hun Ting Cover Net Bac,"KSh 9,289",,
1164,Generic Household Electric Food H Dryer Vegetable Meat Fruit Dehydra,"KSh 14,729",,
1165,Generic Outdoor Portable Environmental H Protection 304 Stainless St,"KSh 1,219",,
1166,Generic Manual Bicycle Bike H Chain Splitter Breaker Repair Rivet Li,"KSh 1,469",,
1167,Generic Abdomen Arm Muscle H Training Electrical Body Shape Trainer,"KSh 4,799",,
1168,Generic 350 Degree Unisex H Portable Round Reading Glasses Reader Pr,"KSh 1,059",,
1169,Generic 17.7ft Kayak Storage H Marine Canoe Cover Waterproof Protect,"KSh 6,219",,
1170,Generic Alloy Bicycle MTB H Bike Rear Rack Seat Post Mount Pannier L,"KSh 5,279",,
1171,Generic 5Mx3M Waterproof Dacron H Net Netting Hun Ting Cover Net Bac,"KSh 9,289",,
1172,Fashion Women's Fashion Landscape Floral Printed Pocket Button Camisole Rompers Jumpsuit,"KSh 1,727 - KSh 1,842",,
1173,Generic Comercial 100KGS Rechargeable Price Computing  Weigh Scale ,"KSh 6,200",,
1174,Fashion Men's Summer 3D Digital Striped Printing Casual T-shirt Blouse Top - Blue,KSh 941,,
1175,Fashion Womens Fashion Ethnic Style Patchwork Vintage Printed Buttons Rompers Jumpsuit,"KSh 1,816 - KSh 1,931",,
1176,Fashion Plus Size Fashion Women O-Neck Short Sleeve Dot Peinted Casual Rompers Jumpsuit,"KSh 1,716",,
1177,Fashion Swimsuit Women Solid Color Push-Up Padded Bra Bikini Set Swimsuit,"KSh 1,189",,
1178,Generic 100Kgs Digital Platform Weighing Scale,"KSh 5,720",,
1179,Generic Digital ACS 30kg Electronic Price Computing Weighing Scale,"KSh 4,999",5 o,
1180,Sunnypex Panel - 100W - 12volts -,"KSh 8,000",,
1181,Generic 100KG  PRICE COMPUTING  WEIGHING SCALE+ FREE CHARGER,"KSh 7,500",,
1182,Fashion Women Casual Printing Short Sleeves O-Neck Loose T-Shirt Blouse Top - Wine,KSh 868 - KSh 983,,
1183,Fashion Women's Wear Has A Gentle Temperament With Bubble Sleeves On Jumpsuit,"KSh 1,500 - KSh 1,759",,
1184,Fashion Women's Casual Round Neck Pleated Stitching Gradient Blouse Top - Mint Green,"KSh 1,328",,
1185,Fashion Men's Summer 3D Digital Printing Independence Day T-shirt Blouse Top - Green,KSh 941,,
1186,Fashion Women Summer Cold Shoulder Floral Print Elegant Maxi Long Dress Pocket Dress,"KSh 1,838 - KSh 1,931",,
1187,Fashion Women Christmas Print Maxi Dress Long Sleeve Long Maxi Dress Ladies Ca Dress,"KSh 1,779 - KSh 2,244",,
1188,Fashion Women Printing Sleeveless Sling Maxi Casual Sun Dress - Wine,"KSh 1,474 - KSh 1,560",,
1189,Fashion Men Splicing Striped Overalls Casual Pocket Sport Work Casual Trouser Pa Pants,"KSh 2,056 - KSh 2,211",,
1190,Fashion Women Vintage Swimsuit Two Piece Retro Halter Ruched High Waist Print Swimsuits,"KSh 1,592 - KSh 1,708",,
1191,Jumia Books The Road Less Travelled,"KSh 1,550",,
1192,Fashion Men Spring Summer Casual Slim 3D Printed Short Sleeve T Blouse Top,"KSh 1,178 - KSh 1,236",,
1193,Fashion Women's Plus Size One-Piece Swimsuits Bathing Suit With Tummy Control Swimsuits,"KSh 1,504 - KSh 1,628",,
1194,Fashion Women Thick Fleece Printing Sweatshirt Warm O-Neck Blouse Top - White,"KSh 1,831",,
1195,Fashion Men's Fashion Casual Solid Denim Straight Pants Zipper Fly Pocket Jeans Pants,"KSh 3,027 - KSh 3,367",,
1196,Fashion Women Fashion Solid Jacket Zipper Pocket Sweatshirt Long Sleeve Hooded C Coat,"KSh 1,832",,
1197,Fashion Women Vintage Boho Summer Sleeveless Beach Printed Short Mini Dress Dress,"KSh 1,326",,
1198,Fashion Men's Loose Casual Breathable Waist Striped Cotton And Linen Trousers Pants,"KSh 1,640 - KSh 1,733",,
1199,Fashion Women Solid Color Long Jeans Classic High Waist Denim Skinny Jea Pants,"KSh 1,716 - KSh 1,809",,
1200,"Generic 3Pcs 16"" Bar J Chainsaw Chain Semi 3/8 0.050"" 56 DL For Chai","KSh 2,459",,
1201,Generic Progressive Multi Focal J Anti-blue Light Rimless Reading Re,"KSh 2,389",,
1202,Generic Universal Beech Earphone J Headset HandmaKe Holder Headphone,"KSh 2,199",,
1203,Generic E27 Ceramic Heat J UV UVB Lamp Light Holder Reptile Tortoise,"KSh 2,349",,
1204,Generic 50Pcs Ceramic Positioning J Paving Tile Leveling System Floo,"KSh 2,569",,
1205,Generic Industrial Pendant Light J Retro Ceiling Hanging Lamp Living,"KSh 1,979",,
1206,Generic Outdoor Chiminea Cover J Waterproof Dustproof Protector 36in,"KSh 3,509",,
1207,Generic 15/80 Holes Wooden J Paint Bottles Storage Rack Holder Modul,"KSh 7,409",,
1208,Generic Progressive Multi Focal J Anti-blue Light Rimless Reading Re,"KSh 2,389",,
1209,"Generic ""Like A Dream"" J 1pc Luxury Notebook Diary Planner Journal L","KSh 1,899",,
1210,Generic Progressive Multi Focal J Anti-blue Light Rimless Reading Re,"KSh 2,389",,
1211,Fashion Women's Blue Light Blockign Glasses Eyewear Frames,"KSh 1,015",,
1212,As Fashion Solid Color Hooded Sweatshirt Long Sleeve Jacket Women's Street Loose Zipper Sweater Jacket,"KSh 2,109",,
1213,As Fashion Solid Color Hooded Sweatshirt Long Sleeve Jacket Women's Street Loose Zipper Sweater Jacket,"KSh 2,109",,
1214,Fashion Women's Blue Light Blockign Glasses Eyewear Frames,"KSh 1,015",,
1215,Fashion Straight Heat Resistant Synthetic Wigs,"KSh 2,300",,
1216,Fashion Jumpsuit Chrysanthemum Print Shoulder Strap-Grey,"KSh 39,960",,
1217,Generic Abstract Stretched Canvas J Print Framed Wall Art Home Offic,"KSh 2,009",,
1218,Generic 7 Inch Diamond J Polishing Pads Wet Or Dry Granite Concrete,"KSh 2,129",,
1219,Generic CKB Ltd? Funny J Door Mat Outdoor Indoor Front Coir Doormat,"KSh 1,899",,
1220,Generic 7 Inch Diamond J Polishing Pads Wet Or Dry Granite Concrete,"KSh 2,129",,
1221,Generic Simple USB Electric J Pencil,"KSh 2,819",,
1222,Generic Cosmetic Makeup Bag J Travel Wash Hanging Pouch Toiletry Cas,"KSh 1,729",,
1223,Generic Holder Display Container J Case Organizer Storage 48 Lattice,"KSh 8,879",,
1224,Generic 2Pc T Handle J Tapered Hand Held Reamer Set 1/8''-1/2'' & 5/,"KSh 2,179",,
